Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date
S,Saint Martin,43,0,3,0,37,3,1,851,38689,07/15/20
B,Belize,39,0,2,0,21,16,0,2665,397877,07/15/20
S,St. Vincent Grenadines,35,0,0,0,29,6,0,1213,110955,07/15/20
C,Curaçao,26,1,1,0,24,1,0,1080,164121,07/15/20
F,Fiji,26,0,0,0,18,8,0,4000,896705,07/15/20
T,Timor-Leste,24,0,0,0,24,0,0,1568,1319300,07/15/20
G,Grenada,23,0,0,0,23,0,0,5465,112545,07/15/20
N,New Caledonia,22,1,0,0,21,1,0,9424,285605,07/15/20
S,Saint Lucia,22,0,0,0,19,3,0,2048,183662,07/15/20
L,Laos,19,0,0,0,19,0,0,21386,7279402,07/15/20
D,Dominica,18,0,0,0,18,0,0,851,71994,07/15/20
S,Saint Kitts and Nevis,17,0,0,0,15,2,0,671,53214,07/15/20
F,Falkland Islands,13,0,0,0,13,0,0,1660,3483,07/15/20
G,Greenland,13,0,0,0,13,0,0,5098,56774,07/15/20
M,Montserrat,12,0,1,0,10,1,0,61,4992,07/15/20
V,Vatican City,12,0,0,0,12,0,0,0,801,07/15/20
P,Papua New Guinea,11,0,0,0,8,3,0,7147,8952806,07/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,597797,07/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,07/15/20
C,Caribbean Netherlands,9,2,0,0,7,2,0,424,26233,07/15/20
B,British Virgin Islands,8,0,1,0,7,0,0,439,30239,07/15/20
S,St. Barth,6,0,0,0,6,0,0,507,9878,07/15/20
A,Anguilla,3,0,0,0,3,0,0,380,15008,07/15/20
U,USA,5529789,53523,172606,1071,2904389,2452794,17186,70224673,331245770,08/15/20
B,Brazil,3317832,38937,107297,726,2404272,806263,8318,13464336,212747790,08/15/20
I,India,2589208,63986,50084,950,1860672,678452,8944,28563095,1381678359,08/15/20
R,Russia,917884,5061,15617,119,729411,172856,2300,32221546,145942457,08/15/20
S,South Africa,583653,4513,11677,121,466941,105035,539,3378029,59399953,08/15/20
P,Peru,525803,9507,26075,219,359781,139947,1540,2738229,33027616,08/15/20
M,Mexico,511369,5618,55908,615,345653,109808,3646,1156852,129099449,08/15/20
C,Colombia,456689,11578,14810,318,274420,167459,1493,2143097,50949591,08/15/20
C,Chile,383902,1791,10395,55,356951,16556,1207,1988709,19136544,08/15/20
S,Spain,358843,0,28617,0,0,0,617,7472031,46757092,08/15/20
I,Iran,341070,2245,19492,161,295630,25948,3911,2836252,84124058,08/15/20
U,UK,317444,1077,41361,3,0,0,73,14320621,67930780,08/15/20
S,Saudi Arabia,297315,1413,3369,31,264487,29459,1766,4202076,34879260,08/15/20
A,Argentina,289100,6663,5637,110,205697,77766,1716,949170,45247072,08/15/20
P,Pakistan,288047,747,6162,9,265624,16261,768,2253131,221401496,08/15/20
B,Bangladesh,274525,2644,3625,34,157635,113265,0,1341648,164891717,08/15/20
I,Italy,253436,627,35392,4,203640,14404,55,7520610,60450390,08/15/20
T,Turkey,248117,1256,5955,21,229972,12190,668,5659286,84450635,08/15/20
G,Germany,224478,704,9290,1,202900,12288,224,8586648,83817831,08/15/20
F,France,215521,3310,30409,4,83848,101264,367,6000000,65291847,08/15/20
I,Iraq,172583,4293,5785,76,122700,44098,590,1263650,40328274,08/15/20
P,Philippines,157918,4351,2600,159,72209,83109,461,2003875,109758588,08/15/20
I,Indonesia,137468,2345,6071,50,91321,40076,0,1862801,273879444,08/15/20
C,Canada,121889,237,9024,4,108218,4647,2296,4741146,37783150,08/15/20
Q,Qatar,114809,277,192,2,111505,3112,69,546285,2807805,08/15/20
K,Kazakhstan,102287,439,1269,0,80716,20302,221,2252153,18804188,08/15/20
E,Ecuador,100688,1279,6065,35,79354,15269,352,284704,17675416,08/15/20
B,Bolivia,97950,1491,3939,55,34723,59288,71,208523,11692375,08/15/20
E,Egypt,96336,116,5141,17,58835,32360,41,135000,102564059,08/15/20
I,Israel,92233,1153,674,9,67950,23609,387,2071380,9197590,08/15/20
U,Ukraine,89719,1847,2044,33,47430,40245,138,1273821,43699431,08/15/20
D,Dominican Republic,85545,1057,1438,29,51356,32751,303,317643,10861321,08/15/20
C,China,84808,22,4634,0,79519,655,36,90410000,1439323776,08/15/20
S,Sweden,84294,0,5783,0,0,0,31,917036,10107142,08/15/20
O,Oman,82924,181,562,5,77550,4812,158,309212,5121650,08/15/20
P,Panama,80665,1263,1746,12,53857,25062,156,268180,4322953,08/15/20
B,Belgium,77113,922,9924,8,17941,49248,80,1962386,11595976,08/15/20
K,Kuwait,75697,512,498,4,67519,7680,115,555937,4278212,08/15/20
B,Belarus,69424,116,607,4,66747,2070,0,1412589,9448925,08/15/20
R,Romania,69374,1328,2954,50,32334,34086,473,1502042,19220885,08/15/20
U,UAE,64102,283,361,2,57571,6170,0,5929093,9905017,08/15/20
N,Netherlands,62495,655,6169,2,0,0,39,1195475,17139685,08/15/20
G,Guatemala,62313,885,2355,14,50183,9775,5,200558,17955060,08/15/20
P,Poland,56090,771,1869,11,38853,15368,84,2307735,37841286,08/15/20
S,Singapore,55661,81,27,0,51521,4113,0,1610906,5856062,08/15/20
P,Portugal,53981,198,1775,3,39585,12621,37,1799226,10192865,08/15/20
J,Japan,53577,1360,1085,12,38945,13547,229,1164029,126426380,08/15/20
H,Honduras,49467,425,1548,6,7128,40791,37,121168,9923580,08/15/20
N,Nigeria,48770,325,974,1,36290,11506,7,347545,206732316,08/15/20
B,Bahrain,46430,378,170,2,42806,3454,35,962334,1708132,08/15/20
G,Ghana,42210,363,231,8,40147,1832,5,424315,31149465,08/15/20
K,Kyrgyzstan,41645,272,1493,2,33951,6201,24,267718,6537128,08/15/20
A,Armenia,41495,196,817,3,34484,6194,0,183789,2963947,08/15/20
M,Morocco,41017,1776,632,21,28566,11819,31,1583234,36964114,08/15/20
A,Algeria,38133,469,1360,9,26644,10129,44,0,43945575,08/15/20
S,Switzerland,37924,253,1991,0,33200,2733,26,876065,8662507,08/15/20
A,Afghanistan,37551,120,1370,7,27166,9015,31,98304,39031058,08/15/20
U,Uzbekistan,34528,707,225,5,29328,4975,410,1377915,33527959,08/15/20
A,Azerbaijan,34107,89,506,2,31697,1904,0,826043,10150488,08/15/20
V,Venezuela,32607,1226,276,10,21747,10584,85,1640528,28425527,08/15/20
M,Moldova,29905,422,895,11,20908,8102,362,128076,4032753,08/15/20
K,Kenya,29849,515,472,7,15970,13407,44,387670,53910353,08/15/20
S,Serbia,29471,238,670,5,26440,2361,75,798009,8732803,08/15/20
E,Ethiopia,28894,1652,509,17,12037,16348,195,589694,115293972,08/15/20
C,Costa Rica,27737,806,291,10,9010,18436,104,117914,5099873,08/15/20
I,Ireland,27191,196,1774,0,23364,2053,8,709689,4944556,08/15/20
N,Nepal,26019,468,102,3,17201,8716,0,818462,29199389,08/15/20
A,Austria,23179,303,728,3,20627,1824,21,1009354,9012838,08/15/20
A,Australia,23035,292,379,4,13634,9022,47,5237936,25536137,08/15/20
E,El Salvador,22619,305,603,8,10618,11398,443,275993,6490317,08/15/20
C,Czechia,19891,198,395,1,13763,5733,24,791082,10711506,08/15/20
C,Cameroon,18469,0,401,0,16540,1528,30,149000,26622486,08/15/20
I,Ivory Coast,16993,58,108,0,13759,3126,0,112931,26454060,08/15/20
P,Palestine,16153,319,108,2,9388,6657,0,214862,5115264,08/15/20
B,Bosnia and Herzegovina,15801,266,471,2,9619,5711,0,161008,3278151,08/15/20
D,Denmark,15483,104,621,0,13275,1587,1,1903899,5794779,08/15/20
S,S. Korea,15039,166,305,0,13901,833,14,1675296,51274814,08/15/20
B,Bulgaria,14333,90,495,3,9161,4677,55,333530,6941575,08/15/20
M,Madagascar,13724,81,166,2,12232,1326,94,51559,27773270,08/15/20
N,North Macedonia,12653,138,539,4,9123,2991,4,125128,2083363,08/15/20
S,Sudan,12211,49,796,3,6340,5075,0,401,43968778,08/15/20
S,Senegal,12032,160,251,2,7637,4144,57,129392,16794764,08/15/20
N,Norway,9965,57,261,0,8857,847,2,530446,5426512,08/15/20
D,DRC,9638,33,239,1,8597,802,0,0,89869440,08/15/20
P,Paraguay,9381,359,127,19,5841,3413,40,151427,7143245,08/15/20
Z,Zambia,9186,165,260,4,8065,861,0,98766,18442838,08/15/20
M,Malaysia,9175,26,125,0,8831,219,6,1106217,32416569,08/15/20
F,French Guiana,8588,39,53,0,7893,642,15,46077,299576,08/15/20
L,Lebanon,8442,397,97,3,2650,5695,52,408909,6821472,08/15/20
G,Guinea,8343,83,50,0,7210,1083,24,14407,13173696,08/15/20
G,Gabon,8225,0,51,0,6277,1897,1,100298,2231858,08/15/20
T,Tajikistan,8029,40,64,1,6815,1150,0,0,9562749,08/15/20
H,Haiti,7831,21,196,4,5235,2400,0,18933,11419521,08/15/20
L,Libya,7738,411,145,6,894,6699,0,75827,6882651,08/15/20
F,Finland,7720,20,333,0,7050,337,0,460908,5541815,08/15/20
L,Luxembourg,7439,34,123,1,6500,816,3,682119,627203,08/15/20
A,Albania,7260,143,225,6,3746,3289,16,45402,2877393,08/15/20
G,Greece,6858,226,226,3,3804,2828,23,715503,10416427,08/15/20
M,Mauritania,6693,17,157,0,5928,608,3,58147,4663743,08/15/20
C,Croatia,6420,162,165,2,5193,1062,10,136280,4101957,08/15/20
M,Maldives,5679,107,22,0,3208,2449,12,94865,541683,08/15/20
D,Djibouti,5367,0,59,0,5181,127,0,62731,989740,08/15/20
Z,Zimbabwe,5176,104,130,2,2047,2999,0,149748,14889126,08/15/20
M,Malawi,5026,38,157,1,2623,2246,4,38798,19187034,08/15/20
H,Hungary,4877,24,607,0,3606,664,8,375685,9657184,08/15/20
E,Equatorial Guinea,4821,0,83,0,2182,2556,0,44356,1408141,08/15/20
C,CAR,4652,0,61,0,1728,2863,2,29930,4839820,08/15/20
H,Hong Kong,4407,46,68,1,3488,851,27,780415,7504535,08/15/20
N,Nicaragua,4115,0,128,0,2913,1074,0,0,6634200,08/15/20
M,Montenegro,3960,30,75,2,2830,1055,0,41951,628076,08/15/20
N,Namibia,3907,181,35,4,2352,1520,14,40397,2546397,08/15/20
E,Eswatini,3745,75,69,1,2268,1408,10,28380,1161643,08/15/20
C,Congo,3745,0,60,0,1625,2060,0,0,5533856,08/15/20
T,Thailand,3376,0,58,0,3193,125,1,749213,69822189,08/15/20
C,Cuba,3292,63,88,0,2568,636,3,324043,11325729,08/15/20
S,Somalia,3250,0,93,0,2268,889,2,0,15943958,08/15/20
C,Cabo Verde,3163,27,34,1,2302,827,0,61633,556729,08/15/20
M,Mayotte,3119,0,39,0,2940,140,1,13000,273581,08/15/20
S,Suriname,2961,123,42,1,1990,929,15,4449,587283,08/15/20
S,Sri Lanka,2890,4,11,0,2666,213,1,166737,21424565,08/15/20
S,Slovakia,2855,54,31,0,1969,855,6,292825,5459980,08/15/20
M,Mozambique,2791,83,19,0,1136,1636,0,76614,31355578,08/15/20
M,Mali,2614,17,125,0,1986,503,0,30772,20317302,08/15/20
S,South Sudan,2488,6,47,0,1175,1266,0,12044,11209798,08/15/20
S,Slovenia,2401,32,129,0,2042,230,3,142913,2078975,08/15/20
L,Lithuania,2386,34,81,0,1704,601,6,576248,2717194,08/15/20
R,Rwanda,2352,59,8,0,1631,713,0,329474,12989465,08/15/20
E,Estonia,2184,7,63,0,1976,145,0,133506,1326649,08/15/20
G,Guinea-Bissau,2117,29,33,4,1015,1069,5,1500,1973424,08/15/20
B,Benin,2063,49,39,1,1690,334,0,107057,12159811,08/15/20
T,Tunisia,2023,120,54,1,1327,642,9,111517,11833840,08/15/20
I,Iceland,1999,16,10,0,1870,119,1,177586,341520,08/15/20
S,Sierra Leone,1954,7,69,0,1505,380,0,0,7996165,08/15/20
A,Angola,1879,27,86,0,628,1165,20,64747,32981559,08/15/20
Y,Yemen,1858,0,528,0,1013,317,0,120,29903087,08/15/20
G,Gambia,1689,66,54,4,347,1288,0,6312,2424430,08/15/20
N,New Zealand,1609,7,22,0,1531,56,1,548260,5002100,08/15/20
S,Syria,1593,78,60,2,408,1125,0,0,17550085,08/15/20
U,Uruguay,1434,13,38,0,1194,202,4,144228,3475251,08/15/20
U,Uganda,1434,49,13,1,1142,279,0,312792,45903545,08/15/20
J,Jordan,1339,10,11,0,1229,99,3,686351,10215627,08/15/20
C,Cyprus,1332,14,20,0,870,442,5,239630,1208454,08/15/20
G,Georgia,1321,15,17,0,1088,216,0,283789,3988180,08/15/20
L,Latvia,1315,7,32,0,1078,205,0,224412,1883427,08/15/20
L,Liberia,1257,5,82,0,788,387,0,0,5071549,08/15/20
B,Bahamas,1252,133,17,0,160,1075,1,7533,393708,08/15/20
M,Malta,1243,67,9,0,738,496,3,154522,441692,08/15/20
B,Burkina Faso,1240,2,54,0,1006,180,0,0,20968999,08/15/20
B,Botswana,1214,0,3,0,120,1091,1,87280,2357245,08/15/20
N,Niger,1165,4,69,0,1077,19,0,9052,24303111,08/15/20
T,Togo,1130,6,27,1,836,267,2,52286,8301366,08/15/20
J,Jamaica,1082,11,14,0,761,307,1,45720,2962795,08/15/20
A,Aruba,1048,75,4,0,193,851,0,14047,106823,08/15/20
A,Andorra,989,0,53,0,863,73,1,3750,77281,08/15/20
C,Chad,952,1,76,0,864,12,0,0,16479603,08/15/20
V,Vietnam,951,21,23,1,447,481,0,621823,97446985,08/15/20
L,Lesotho,903,19,25,0,271,607,0,11097,2144360,08/15/20
S,Sao Tome and Principe,885,0,15,0,815,55,0,3261,219644,08/15/20
R,Réunion,816,40,5,0,657,154,4,35419,896108,08/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,08/15/20
S,San Marino,699,0,42,0,657,0,0,6068,33940,08/15/20
G,Guyana,674,25,22,0,310,342,7,5933,787029,08/15/20
C,Channel Islands,607,0,47,0,545,15,0,52055,174061,08/15/20
T,Tanzania,509,0,21,0,183,305,7,0,59928389,08/15/20
T,Trinidad and Tobago,497,71,10,0,139,348,3,13398,1400061,08/15/20
T,Taiwan,482,1,7,0,450,25,0,84446,23822255,08/15/20
G,Guadeloupe,446,0,14,0,289,143,2,22696,400133,08/15/20
B,Burundi,412,0,1,0,315,96,0,17306,11930962,08/15/20
C,Comoros,403,0,7,0,379,17,0,0,871783,08/15/20
B,Belize,388,32,3,1,35,350,3,4860,398489,08/15/20
M,Myanmar,374,0,6,0,324,44,0,134035,54455344,08/15/20
F,Faeroe Islands,370,5,0,0,225,145,0,68620,48886,08/15/20
M,Mauritius,346,1,10,0,334,2,0,205285,1272036,08/15/20
I,Isle of Man,336,0,24,0,312,0,0,9066,85089,08/15/20
M,Martinique,336,0,16,0,98,222,2,12227,375228,08/15/20
M,Mongolia,298,1,0,0,272,26,1,43158,3284643,08/15/20
E,Eritrea,285,0,0,0,248,37,0,0,3552382,08/15/20
T,Turks and Caicos,274,16,2,0,54,218,3,1672,38781,08/15/20
C,Cambodia,273,0,0,0,229,44,1,78631,16747066,08/15/20
P,Papua New Guinea,271,0,3,0,78,190,0,11920,8967183,08/15/20
S,Sint Maarten,269,6,17,0,102,150,3,1672,42936,08/15/20
G,Gibraltar,209,3,0,0,190,19,0,27046,33690,08/15/20
C,Cayman Islands,203,0,1,0,202,0,0,32468,65817,08/15/20
F,French Polynesia,166,0,0,0,64,102,1,6525,281111,08/15/20
B,Bermuda,162,3,9,0,147,6,0,32415,62248,08/15/20
B,Barbados,150,2,7,0,121,22,0,14217,287420,08/15/20
M,Monaco,146,0,4,0,114,28,4,38209,39277,08/15/20
B,Brunei,142,0,3,0,138,1,0,43312,437996,08/15/20
B,Bhutan,133,2,0,0,102,31,0,56340,772651,08/15/20
S,Seychelles,127,0,0,0,126,1,0,0,98423,08/15/20
S,Saint Martin,109,0,4,0,49,56,1,2321,38745,08/15/20
A,Antigua and Barbuda,93,0,3,0,83,7,1,1780,98030,08/15/20
L,Liechtenstein,91,0,1,0,87,3,0,900,38142,08/15/20
S,St. Vincent Grenadines,57,0,0,0,55,2,0,2649,110985,08/15/20
M,Macao,46,0,0,0,46,0,0,4071,650411,08/15/20
C,Curaçao,33,1,1,0,31,1,0,1080,164178,08/15/20
F,Fiji,28,0,1,0,20,7,0,6693,897254,08/15/20
S,Saint Lucia,25,0,0,0,25,0,0,4465,183733,08/15/20
T,Timor-Leste,25,0,0,0,24,1,0,4238,1321431,08/15/20
G,Grenada,24,0,0,0,23,1,0,6252,112589,08/15/20
N,New Caledonia,23,0,0,0,22,1,0,11265,285837,08/15/20
L,Laos,22,0,0,0,19,3,0,33538,7288348,08/15/20
D,Dominica,18,0,0,0,18,0,0,1005,72009,08/15/20
S,Saint Kitts and Nevis,17,0,0,0,17,0,0,1312,53246,08/15/20
G,Greenland,14,0,0,0,14,0,0,6296,56783,08/15/20
M,Montserrat,13,0,1,0,12,0,0,61,4992,08/15/20
C,Caribbean Netherlands,13,0,0,0,7,6,0,424,26253,08/15/20
F,Falkland Islands,13,0,0,0,13,0,0,2256,3492,08/15/20
S,St. Barth,13,0,0,0,9,4,0,1699,9881,08/15/20
V,Vatican City,12,0,0,0,12,0,0,0,801,08/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,599044,08/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,08/15/20
B,British Virgin Islands,9,0,1,0,7,1,0,1522,30256,08/15/20
S,Saint Pierre Miquelon,4,0,0,0,1,3,0,0,5790,08/15/20
A,Anguilla,3,0,0,0,3,0,0,537,15020,08/15/20
U,USA,6788147,36447,200197,1197,4068086,2519864,14165,93631958,331409864,09/15/20
I,India,5018034,91120,82091,1283,3939111,996832,8944,58312273,1382826609,09/15/20
B,Brazil,4384299,34755,133207,1090,3671128,579964,8318,14505652,212875572,09/15/20
R,Russia,1073849,5529,18785,150,884305,170759,2300,41122307,145947739,09/15/20
P,Peru,738020,4160,30927,115,580753,126340,1460,3567927,33066529,09/15/20
C,Colombia,728590,6698,23288,165,607978,97324,863,3213298,50995500,09/15/20
M,Mexico,671716,3335,71049,228,475795,124872,2747,1520463,129214113,09/15/20
S,South Africa,651521,772,15641,142,583126,52754,539,3940217,59463283,09/15/20
S,Spain,603167,9437,30004,156,0,0,1157,10756835,46758621,09/15/20
A,Argentina,577338,11892,11852,185,438883,126603,3049,1602403,45282165,09/15/20
C,Chile,437983,1536,12040,27,409944,15999,905,2887903,19150427,09/15/20
I,Iran,407353,2705,23453,140,349984,33916,3811,3613891,84215113,09/15/20
F,France,395104,7852,30999,49,89891,274214,759,10000000,65304045,09/15/20
U,UK,374228,3105,41664,27,0,0,106,20292025,67960923,09/15/20
B,Bangladesh,341056,1724,4802,43,245594,90660,0,1756746,165030582,09/15/20
S,Saudi Arabia,326930,672,4338,33,305022,17570,1286,5817955,34925213,09/15/20
P,Pakistan,302424,404,6389,6,290261,5774,563,2995890,221765383,09/15/20
I,Iraq,298702,4224,8166,80,233346,57190,570,1948531,40404908,09/15/20
T,Turkey,294620,1742,7186,67,261260,26174,1327,8742535,84527459,09/15/20
I,Italy,289990,1229,35633,9,214645,39712,201,9943944,60442889,09/15/20
P,Philippines,269384,3521,4663,34,207334,57387,1048,3164465,109882134,09/15/20
G,Germany,264844,1623,9445,9,239100,16299,237,13436301,83840462,09/15/20
I,Indonesia,225030,3507,8965,124,161065,55000,0,2715346,274124275,09/15/20
I,Israel,164402,4034,1147,11,120727,42528,534,2771732,9197590,09/15/20
U,Ukraine,159702,2905,3264,53,70810,85628,177,1897688,43677294,09/15/20
C,Canada,138803,793,9188,9,121840,7775,55,6292160,37811148,09/15/20
B,Bolivia,127619,828,7394,50,85198,35027,71,275394,11705864,09/15/20
Q,Qatar,122214,239,208,1,119144,2862,55,700414,2807805,09/15/20
E,Ecuador,119553,642,10963,41,97063,11527,375,357820,17698121,09/15/20
K,Kazakhstan,106920,65,1671,5,100836,4413,221,2571562,18823207,09/15/20
R,Romania,105298,1111,4236,51,43244,57818,460,2110024,19210075,09/15/20
D,Dominican Republic,104803,693,1998,14,78387,24418,210,422070,10870528,09/15/20
P,Panama,102832,628,2187,14,75592,25053,151,406812,4328710,09/15/20
E,Egypt,101340,163,5679,18,85745,9916,41,135000,102727786,09/15/20
K,Kuwait,96301,829,568,5,86219,9514,84,684204,4283564,09/15/20
B,Belgium,94306,851,9927,2,18737,65642,72,2655639,11600239,09/15/20
O,Oman,90660,438,797,7,84113,5750,184,309212,5132686,09/15/20
M,Morocco,90324,2121,1648,34,71047,17629,263,2274042,37001160,09/15/20
S,Sweden,87575,188,5855,0,0,0,17,1250488,10112466,09/15/20
C,China,85202,8,4634,0,80426,142,2,160000000,1439323776,09/15/20
N,Netherlands,84778,1379,6258,2,0,0,74,1832451,17142887,09/15/20
G,Guatemala,82684,512,2984,12,71983,7717,5,280030,17983170,09/15/20
U,UAE,80940,674,401,2,70635,9904,0,8278380,9915136,09/15/20
J,Japan,75958,301,1451,9,67831,6676,174,1745311,126393731,09/15/20
P,Poland,75134,605,2227,24,61548,11359,92,3016740,37837789,09/15/20
B,Belarus,74552,192,761,5,72661,1130,0,1666468,9448662,09/15/20
H,Honduras,68620,831,2087,8,18487,48046,26,161483,9936933,09/15/20
E,Ethiopia,65486,700,1035,13,25988,38463,280,1157292,115535896,09/15/20
P,Portugal,65021,425,1875,4,44362,18784,59,2280220,10190358,09/15/20
V,Venezuela,62655,1086,502,8,50361,11792,154,1864663,28418732,09/15/20
B,Bahrain,61643,678,213,0,54831,6599,34,1276075,1713170,09/15/20
C,Costa Rica,58137,776,633,12,21536,35968,249,186456,5103809,09/15/20
S,Singapore,57488,34,27,0,56884,577,0,2498073,5859954,09/15/20
N,Nepal,56788,1459,371,11,40638,15779,0,861780,29243834,09/15/20
N,Nigeria,56478,90,1088,5,44430,10960,7,443987,207166370,09/15/20
A,Algeria,48734,238,1632,12,34385,12717,31,0,44012731,09/15/20
U,Uzbekistan,48429,593,402,6,44942,3085,243,1377915,33569060,09/15/20
S,Switzerland,47751,315,2028,3,39900,5823,25,1203997,8667859,09/15/20
A,Armenia,46119,150,920,1,41941,3258,0,243704,2964415,09/15/20
G,Ghana,45655,54,294,0,44797,564,5,454912,31204513,09/15/20
K,Kyrgyzstan,44999,71,1063,0,41103,2833,24,267718,6546253,09/15/20
M,Moldova,43734,527,1143,14,32293,10298,549,246764,4031963,09/15/20
C,Czechia,38896,1674,476,11,22613,15807,78,1086466,10713184,09/15/20
A,Afghanistan,38815,43,1426,1,32098,5291,93,107399,39105495,09/15/20
A,Azerbaijan,38517,114,566,2,35998,1953,0,1020029,10158221,09/15/20
K,Kenya,36301,96,634,10,23364,12303,44,485252,54010906,09/15/20
A,Austria,34305,764,757,0,27354,6194,49,1364508,9017183,09/15/20
S,Serbia,32511,74,735,2,31313,463,28,1041697,8729837,09/15/20
P,Palestine,32250,888,229,3,21804,10217,0,349975,5125335,09/15/20
I,Ireland,31549,357,1787,3,23364,6398,13,981286,4949226,09/15/20
P,Paraguay,29298,811,552,13,15261,13485,148,235620,7150664,09/15/20
E,El Salvador,27088,79,792,4,19450,6846,98,352379,6493083,09/15/20
A,Australia,26739,47,816,0,23652,2271,17,7076539,25561188,09/15/20
L,Lebanon,25449,592,252,6,9216,15981,115,665018,6818896,09/15/20
L,Libya,24144,629,383,15,13252,10509,0,164112,6890566,09/15/20
B,Bosnia and Herzegovina,23929,294,725,20,16701,6503,0,213546,3276431,09/15/20
S,S. Korea,22391,106,367,4,18878,3146,158,2164578,51278539,09/15/20
D,Denmark,20571,334,633,0,16557,3381,4,3082836,5796502,09/15/20
C,Cameroon,20271,43,415,0,18837,1019,30,149000,26678625,09/15/20
I,Ivory Coast,19100,34,120,0,18228,752,0,144759,26509553,09/15/20
B,Bulgaria,18216,155,736,7,13057,4423,46,472132,6937170,09/15/20
N,North Macedonia,15925,98,661,9,13418,1846,2,167760,2083356,09/15/20
M,Madagascar,15803,34,214,1,14452,1137,29,65145,27833763,09/15/20
S,Senegal,14529,223,298,1,10692,3539,28,160330,16832265,09/15/20
H,Hungary,13879,726,646,4,4130,9103,17,557864,9655115,09/15/20
Z,Zambia,13819,99,324,4,12590,905,0,133389,18486615,09/15/20
C,Croatia,13749,151,230,3,11412,2107,22,230585,4099824,09/15/20
G,Greece,13730,310,313,3,3804,9613,67,1144549,10412136,09/15/20
S,Sudan,13535,0,836,0,6759,5940,0,0,44055724,09/15/20
N,Norway,12393,117,265,0,10371,1757,1,898092,5430097,09/15/20
A,Albania,11672,152,340,2,6668,4664,18,71177,2877128,09/15/20
D,DRC,10401,11,267,3,9817,317,0,0,90101103,09/15/20
G,Guinea,10111,50,63,0,9444,604,24,28140,13203978,09/15/20
M,Malaysia,9969,23,128,0,9209,632,14,1372154,32451692,09/15/20
N,Namibia,9901,83,106,3,7358,2437,15,82317,2550300,09/15/20
F,French Guiana,9578,26,64,1,9202,312,8,60440,300234,09/15/20
M,Maldives,9328,85,33,0,7729,1566,12,132880,542490,09/15/20
T,Tajikistan,9129,41,73,1,7896,1160,0,0,9580937,09/15/20
F,Finland,8725,98,339,2,7500,886,3,828302,5542542,09/15/20
G,Gabon,8654,0,53,0,7785,816,5,139931,2236319,09/15/20
H,Haiti,8530,31,220,1,6181,2129,0,25752,11431292,09/15/20
T,Tunisia,7623,241,123,6,2262,5238,36,179035,11844307,09/15/20
Z,Zimbabwe,7576,45,224,0,5783,1569,0,155486,14907459,09/15/20
M,Mauritania,7319,24,161,0,6839,319,3,76256,4674130,09/15/20
L,Luxembourg,7284,40,124,0,6555,605,1,748149,628066,09/15/20
M,Montenegro,7061,161,123,2,4692,2246,0,58201,628083,09/15/20
S,Slovakia,5768,188,38,0,3214,2516,27,390251,5460203,09/15/20
M,Mozambique,5713,231,37,2,3181,2495,0,117029,31430034,09/15/20
M,Malawi,5701,4,178,0,3762,1761,4,48816,19229041,09/15/20
D,Djibouti,5396,0,61,0,5331,4,0,72143,990957,09/15/20
E,Eswatini,5128,24,101,0,4401,626,11,31426,1162660,09/15/20
U,Uganda,5123,145,58,2,2333,2732,0,436246,46026488,09/15/20
E,Equatorial Guinea,5000,0,83,0,4496,421,0,56704,1412065,09/15/20
H,Hong Kong,4976,4,102,1,4646,228,18,2783134,7509680,09/15/20
N,Nicaragua,4961,143,147,3,2913,1901,0,0,6640874,09/15/20
C,Congo,4934,0,88,0,3887,959,0,0,5545394,09/15/20
C,Cabo Verde,4904,65,46,1,4294,564,0,76576,557240,09/15/20
C,Cuba,4803,77,108,0,4119,576,16,500285,11325146,09/15/20
C,CAR,4772,0,62,0,1828,2882,2,31576,4846940,09/15/20
S,Suriname,4625,14,95,0,3996,534,7,12100,587727,09/15/20
R,Rwanda,4624,22,22,0,2767,1835,0,466518,13016742,09/15/20
J,Jamaica,4042,109,46,2,1163,2833,8,68491,2963887,09/15/20
S,Slovenia,3831,82,135,0,2789,907,10,186588,2078999,09/15/20
J,Jordan,3677,149,26,0,2311,1340,13,1004323,10224199,09/15/20
S,Syria,3614,38,160,3,871,2583,0,0,17586197,09/15/20
A,Angola,3569,130,139,3,1332,2098,16,65951,33068559,09/15/20
M,Myanmar,3502,307,35,3,832,2635,0,191696,54486187,09/15/20
T,Thailand,3480,5,58,0,3315,107,1,749213,69836982,09/15/20
G,Gambia,3428,23,105,2,1737,1586,0,14410,2430203,09/15/20
L,Lithuania,3397,11,87,0,2094,1216,0,700140,2714001,09/15/20
S,Somalia,3390,1,98,0,2812,480,0,0,15981658,09/15/20
M,Mayotte,3374,0,40,0,2964,370,2,13000,274140,09/15/20
S,Sri Lanka,3271,9,13,0,3016,242,0,257477,21432152,09/15/20
T,Trinidad and Tobago,3223,82,56,1,798,2369,10,27883,1400444,09/15/20
A,Aruba,3152,92,22,2,1610,1520,11,26399,106861,09/15/20
